tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
tt0465494,movie,Hitman,Hitman,0,2007,\N,100,"Action,Crime,Thriller",6.3,155342.0
tt0106308,movie,Army of Darkness,Army of Darkness,0,1992,\N,81,"Comedy,Horror",7.5,153975.0
tt0096754,movie,The Abyss,The Abyss,0,1989,\N,145,"Adventure,Drama,Mystery",7.6,153683.0
tt0120647,movie,Deep Impact,Deep Impact,0,1998,\N,120,"Action,Drama,Romance",6.2,153490.0
tt5519340,movie,Bright,Bright,0,2017,\N,117,"Action,Crime,Fantasy",6.4,152928.0
tt0327084,movie,Over the Hedge,Over the Hedge,0,2006,\N,83,"Adventure,Animation,Comedy",6.7,150199.0
tt0445934,movie,Blades of Glory,Blades of Glory,0,2007,\N,93,"Comedy,Sport",6.3,149517.0
tt0832266,movie,"Definitely, Maybe","Definitely, Maybe",0,2008,\N,112,"Comedy,Drama,Romance",7.1,148046.0
tt0986264,movie,Like Stars on Earth,Taare Zameen Par,0,2007,\N,165,"Drama,Family",8.4,147810.0
tt0108160,movie,Sleepless in Seattle,Sleepless in Seattle,0,1993,\N,105,"Comedy,Drama,Romance",6.8,147704.0
tt1446192,movie,Rise of the Guardians,Rise of the Guardians,0,2012,\N,97,"Action,Adventure,Animation",7.3,147509.0
tt2170439,movie,Horrible Bosses 2,Horrible Bosses 2,0,2014,\N,108,"Comedy,Crime",6.3,147286.0
tt0285823,movie,Once Upon a Time in Mexico,Once Upon a Time in Mexico,0,2003,\N,102,"Action,Crime,Thriller",6.4,147176.0
tt1279935,movie,Date Night,Date Night,0,2010,\N,88,"Comedy,Crime,Romance",6.3,146334.0
tt0963966,movie,The Sorcerer's Apprentice,The Sorcerer's Apprentice,0,2010,\N,109,"Action,Adventure,Family",6.1,145741.0
tt0094625,movie,Akira,Akira,0,1988,\N,124,"Animation,Drama,Sci-Fi",8.1,145541.0
tt0834001,movie,Underworld: Rise of the Lycans,Underworld: Rise of the Lycans,0,2009,\N,92,"Action,Adventure,Fantasy",6.6,144091.0
tt0330793,movie,The Punisher,The Punisher,0,2004,\N,124,"Action,Crime,Drama",6.4,144008.0
tt0859163,movie,The Mummy: Tomb of the Dragon Emperor,The Mummy: Tomb of the Dragon Emperor,0,2008,\N,112,"Action,Adventure,Fantasy",5.2,143369.0
tt3569230,movie,Legend,Legend,0,2015,\N,132,"Biography,Crime,Drama",6.9,142891.0
tt2338151,movie,PK,PK,0,2014,\N,153,"Comedy,Drama,Fantasy",8.2,142827.0
tt1462758,movie,Buried,Buried,0,2010,\N,95,"Drama,Mystery,Thriller",7.0,141539.0
tt0257106,movie,Scary Movie 2,Scary Movie 2,0,2001,\N,83,Comedy,5.3,141061.0
tt0120587,movie,Antz,Antz,0,1998,\N,83,"Adventure,Animation,Comedy",6.5,140671.0
tt0454945,movie,She's the Man,She's the Man,0,2006,\N,105,"Comedy,Romance,Sport",6.3,138906.0
tt0892782,movie,Monsters vs. Aliens,Monsters vs. Aliens,0,2009,\N,94,"Action,Animation,Comedy",6.4,138334.0
tt0128442,movie,Rounders,Rounders,0,1998,\N,121,"Crime,Drama",7.3,135514.0
tt0387808,movie,Idiocracy,Idiocracy,0,2006,\N,84,"Adventure,Comedy,Sci-Fi",6.6,134823.0
tt3416742,movie,What We Do in the Shadows,What We Do in the Shadows,0,2014,\N,86,"Comedy,Horror",7.7,131936.0
tt1403981,movie,Remember Me,Remember Me,0,2010,\N,113,"Drama,Romance",7.1,131054.0
tt0389790,movie,Bee Movie,Bee Movie,0,2007,\N,91,"Adventure,Animation,Comedy",6.1,130901.0
tt5074352,movie,Dangal,Dangal,0,2016,\N,161,"Action,Biography,Drama",8.4,130408.0
tt0306047,movie,Scary Movie 3,Scary Movie 3,0,2003,\N,84,Comedy,5.5,130147.0
tt0350258,movie,Ray,Ray,0,2004,\N,152,"Biography,Drama,Music",7.7,129516.0
tt3322940,movie,Annabelle,Annabelle,0,2014,\N,99,"Horror,Mystery,Thriller",5.4,129120.0
tt1255953,movie,Incendies,Incendies,0,2010,\N,131,"Drama,Mystery,War",8.3,128481.0
tt2975578,movie,The Purge: Anarchy,The Purge: Anarchy,0,2014,\N,103,"Action,Horror,Sci-Fi",6.4,128398.0
tt0804497,movie,It's Kind of a Funny Story,It's Kind of a Funny Story,0,2010,\N,101,"Comedy,Drama,Romance",7.1,127793.0
tt0430105,movie,Four Brothers,Four Brothers,0,2005,\N,109,"Action,Crime,Drama",6.8,126816.0
tt0471042,movie,Tower Heist,Tower Heist,0,2011,\N,104,"Action,Comedy,Crime",6.2,126586.0
tt4178092,movie,The Gift,The Gift,0,2015,\N,108,"Drama,Mystery,Thriller",7.0,126314.0
tt1915581,movie,Magic Mike,Magic Mike,0,2012,\N,110,"Comedy,Drama",6.1,125386.0
tt0277296,movie,The Scorpion King,The Scorpion King,0,2002,\N,92,"Action,Adventure,Fantasy",5.5,124613.0
tt0120768,movie,The Negotiator,The Negotiator,0,1998,\N,140,"Action,Crime,Drama",7.3,123657.0
tt0451079,movie,Horton Hears a Who!,Horton Hears a Who!,0,2008,\N,86,"Adventure,Animation,Comedy",6.8,123091.0
tt2231461,movie,Rampage,Rampage,0,2018,\N,107,"Action,Adventure,Sci-Fi",6.1,122833.0
tt1204975,movie,Last Vegas,Last Vegas,0,2013,\N,105,"Comedy,Drama",6.6,122748.0
tt2120120,movie,Pixels,Pixels,0,2015,\N,105,"Action,Comedy,Sci-Fi",5.6,122334.0
tt0079417,movie,Kramer vs. Kramer,Kramer vs. Kramer,0,1979,\N,105,Drama,7.8,120958.0
tt1262416,movie,Scream 4,Scream 4,0,2011,\N,111,"Horror,Mystery",6.1,120602.0
tt1758830,movie,This Is 40,This Is 40,0,2012,\N,134,"Comedy,Romance",6.2,120346.0
tt0402022,movie,Æon Flux,Æon Flux,0,2005,\N,93,"Action,Adventure,Crime",5.4,120195.0
tt0343135,movie,Along Came Polly,Along Came Polly,0,2004,\N,90,"Comedy,Romance",5.9,119960.0
tt3316960,movie,Still Alice,Still Alice,0,2014,\N,101,Drama,7.5,119122.0
tt0815236,movie,She's Out of My League,She's Out of My League,0,2010,\N,104,"Comedy,Romance",6.4,118874.0
tt0467197,movie,Max Payne,Max Payne,0,2008,\N,100,"Action,Crime,Drama",5.4,118526.0
tt0134273,movie,8MM,8MM,0,1999,\N,123,"Mystery,Thriller",6.5,117325.0
tt0091369,movie,Labyrinth,Labyrinth,0,1986,\N,101,"Adventure,Family,Fantasy",7.4,115792.0
tt1055292,movie,Life as We Know It,Life as We Know It,0,2010,\N,114,"Comedy,Drama,Romance",6.5,114892.0
tt0117008,movie,Matilda,Matilda,0,1996,\N,98,"Comedy,Family,Fantasy",6.9,114818.0
tt0101507,movie,Boyz n the Hood,Boyz n the Hood,0,1991,\N,112,"Crime,Drama",7.7,114760.0
tt0393162,movie,Coach Carter,Coach Carter,0,2005,\N,136,"Biography,Drama,Sport",7.3,114598.0
tt1038919,movie,The Bounty Hunter,The Bounty Hunter,0,2010,\N,110,"Action,Comedy,Romance",5.6,114546.0
tt0431197,movie,The Kingdom,The Kingdom,0,2007,\N,110,"Action,Drama,Thriller",7.0,113506.0
tt2561572,movie,Get Hard,Get Hard,0,2015,\N,100,"Comedy,Crime",6.0,113249.0
tt2305051,movie,Wild,Wild,0,2014,\N,115,"Biography,Drama",7.1,112209.0
tt0482606,movie,The Strangers,The Strangers,0,2008,\N,86,"Horror,Mystery,Thriller",6.2,111934.0
tt0355295,movie,The Brothers Grimm,The Brothers Grimm,0,2005,\N,118,"Action,Adventure,Comedy",5.9,111813.0
tt0120783,movie,The Parent Trap,The Parent Trap,0,1998,\N,128,"Adventure,Comedy,Drama",6.5,110745.0
tt0120794,movie,The Prince of Egypt,The Prince of Egypt,0,1998,\N,99,"Adventure,Animation,Drama",7.1,110198.0
tt0822847,movie,Priest,Priest,0,2011,\N,87,"Action,Horror,Thriller",5.7,109671.0
tt0080761,movie,Friday the 13th,Friday the 13th,0,1980,\N,95,"Horror,Mystery,Thriller",6.5,108781.0
tt1131734,movie,Jennifer's Body,Jennifer's Body,0,2009,\N,102,"Comedy,Horror",5.2,108203.0
tt0314353,movie,Tears of the Sun,Tears of the Sun,0,2003,\N,121,"Action,Drama,Thriller",6.6,108124.0
tt1179034,movie,From Paris with Love,From Paris with Love,0,2010,\N,92,"Action,Crime,Thriller",6.5,108060.0
tt0063350,movie,Night of the Living Dead,Night of the Living Dead,0,1968,\N,96,Horror,7.9,107413.0
tt0435651,movie,The Giver,The Giver,0,2014,\N,97,"Drama,Romance,Sci-Fi",6.5,106636.0
tt0077975,movie,National Lampoon's Animal House,National Lampoon's Animal House,0,1978,\N,109,Comedy,7.5,106319.0
tt0462590,movie,Step Up,Step Up,0,2006,\N,104,"Crime,Drama,Music",6.5,105601.0
tt0087928,movie,Police Academy,Police Academy,0,1984,\N,96,Comedy,6.7,105454.0
tt0424095,movie,Flushed Away,Flushed Away,0,2006,\N,85,"Adventure,Animation,Comedy",6.6,104849.0
tt0765010,movie,Brothers,Brothers,0,2009,\N,105,"Action,Drama,Thriller",7.1,104826.0
tt3567288,movie,The Visit,The Visit,0,2015,\N,94,"Horror,Mystery,Thriller",6.2,104765.0
tt0795368,movie,Death at a Funeral,Death at a Funeral,0,2007,\N,90,Comedy,7.4,103751.0
tt0117218,movie,The Nutty Professor,The Nutty Professor,0,1996,\N,95,"Comedy,Romance,Sci-Fi",5.6,103252.0
tt1307068,movie,Seeking a Friend for the End of the World,Seeking a Friend for the End of the World,0,2012,\N,101,"Adventure,Comedy,Drama",6.7,103112.0
tt0405508,movie,Rang De Basanti,Rang De Basanti,0,2006,\N,167,"Comedy,Drama",8.2,102772.0
tt0120890,movie,Wild Things,Wild Things,0,1998,\N,108,"Crime,Drama,Mystery",6.5,102340.0
tt0203019,movie,Men of Honor,Men of Honor,0,2000,\N,129,"Biography,Drama",7.2,102145.0
tt0227538,movie,Spy Kids,Spy Kids,0,2001,\N,88,"Action,Adventure,Comedy",5.4,101578.0
tt0929632,movie,Precious,Precious,0,2009,\N,110,Drama,7.3,101228.0
tt0419706,movie,Doom,Doom,0,2005,\N,105,"Action,Adventure,Fantasy",5.2,101206.0
tt0970866,movie,Little Fockers,Little Fockers,0,2010,\N,98,"Comedy,Romance",5.5,100751.0
tt0384806,movie,The Amityville Horror,The Amityville Horror,0,2005,\N,90,Horror,6.0,100575.0
tt0075005,movie,The Omen,The Omen,0,1976,\N,111,Horror,7.5,100017.0
tt1622979,movie,Final Destination 5,Final Destination 5,0,2011,\N,92,Horror,5.8,100007.0
tt0426931,movie,August Rush,August Rush,0,2007,\N,114,"Drama,Music",7.5,99962.0
tt1528854,movie,Daddy's Home,Daddy's Home,0,2015,\N,96,Comedy,6.2,99657.0
tt0433400,movie,Just Friends,Just Friends,0,2005,\N,96,"Comedy,Romance",6.2,99151.0
tt1567609,movie,Get the Gringo,Get the Gringo,0,2012,\N,96,"Action,Crime,Drama",7.0,99043.0
tt1702439,movie,Safe Haven,Safe Haven,0,2013,\N,115,"Drama,Romance,Thriller",6.7,98587.0
tt1135503,movie,Julie & Julia,Julie & Julia,0,2009,\N,118,"Biography,Drama,Romance",7.0,98321.0
tt0790686,movie,Mirrors,Mirrors,0,2008,\N,110,"Horror,Mystery",6.1,98155.0
tt0164184,movie,The Sum of All Fears,The Sum of All Fears,0,2002,\N,124,"Action,Drama,Thriller",6.4,98107.0
tt0129290,movie,Patch Adams,Patch Adams,0,1998,\N,115,"Biography,Comedy,Drama",6.8,97326.0
tt1114740,movie,Paul Blart: Mall Cop,Paul Blart: Mall Cop,0,2009,\N,91,"Action,Comedy,Crime",5.2,97271.0
tt1078940,movie,Couples Retreat,Couples Retreat,0,2009,\N,113,Comedy,5.5,97008.0
tt0120889,movie,What Dreams May Come,What Dreams May Come,0,1998,\N,113,"Drama,Fantasy,Romance",7.0,96997.0
tt0390521,movie,Super Size Me,Super Size Me,0,2004,\N,100,"Comedy,Documentary,Drama",7.2,96740.0
tt6412452,movie,The Ballad of Buster Scruggs,The Ballad of Buster Scruggs,0,2018,\N,133,"Comedy,Drama,Musical",7.3,96363.0
tt1438176,movie,Fright Night,Fright Night,0,2011,\N,106,"Comedy,Horror",6.3,95622.0
tt2199571,movie,Run All Night,Run All Night,0,2015,\N,114,"Action,Drama,Thriller",6.6,95490.0
tt4034354,movie,Swiss Army Man,Swiss Army Man,0,2016,\N,97,"Comedy,Drama,Fantasy",7.0,94896.0
tt1038686,movie,Legion,Legion,0,2010,\N,100,"Action,Adventure,Fantasy",5.2,94183.0
tt0114388,movie,Sense and Sensibility,Sense and Sensibility,0,1995,\N,136,"Drama,Romance",7.6,94077.0
tt0119164,movie,The Full Monty,The Full Monty,0,1997,\N,91,"Comedy,Drama",7.2,93959.0
tt0373926,movie,The Interpreter,The Interpreter,0,2005,\N,128,"Crime,Mystery,Thriller",6.4,93918.0
tt0052311,movie,Touch of Evil,Touch of Evil,0,1958,\N,95,"Crime,Drama,Film-Noir",8.0,93759.0
tt0427152,movie,Dinner for Schmucks,Dinner for Schmucks,0,2010,\N,114,Comedy,5.9,92931.0
tt0064276,movie,Easy Rider,Easy Rider,0,1969,\N,95,"Adventure,Drama",7.3,92224.0
tt0247745,movie,Super Troopers,Super Troopers,0,2001,\N,100,"Comedy,Crime,Mystery",7.1,92122.0
tt0385880,movie,Monster House,Monster House,0,2006,\N,91,"Adventure,Animation,Comedy",6.6,91898.0
tt1023111,movie,Never Back Down,Never Back Down,0,2008,\N,110,"Action,Drama,Sport",6.6,91873.0
tt0364970,movie,Babylon A.D.,Babylon A.D.,0,2008,\N,90,"Action,Adventure,Sci-Fi",5.6,90627.0
tt1592525,movie,Lockout,Lockout,0,2012,\N,95,"Action,Sci-Fi,Thriller",6.1,90259.0
tt6266538,movie,Vice,Vice,0,2018,\N,132,"Biography,Comedy,Drama",7.2,89904.0
tt0066206,movie,Patton,Patton,0,1970,\N,172,"Biography,Drama,War",7.9,89184.0
tt0124315,movie,The Cider House Rules,The Cider House Rules,0,1999,\N,126,"Drama,Romance",7.4,89158.0
tt0118615,movie,Anaconda,Anaconda,0,1997,\N,89,"Action,Adventure,Horror",4.8,89069.0
tt1657507,movie,Colombiana,Colombiana,0,2011,\N,108,"Action,Drama,Thriller",6.4,88881.0
tt1622547,movie,30 Minutes or Less,30 Minutes or Less,0,2011,\N,83,"Action,Comedy,Crime",6.1,88804.0
tt0070379,movie,Mean Streets,Mean Streets,0,1973,\N,112,"Crime,Drama,Thriller",7.3,87806.0
tt0892318,movie,Letters to Juliet,Letters to Juliet,0,2010,\N,105,"Adventure,Comedy,Drama",6.5,87358.0
tt1045778,movie,Year One,Year One,0,2009,\N,97,Comedy,4.9,87350.0
tt2224026,movie,Home,Home,0,2015,\N,94,"Adventure,Animation,Comedy",6.6,87070.0
tt0083929,movie,Fast Times at Ridgemont High,Fast Times at Ridgemont High,0,1982,\N,90,"Comedy,Drama",7.2,86750.0
tt0313542,movie,Runaway Jury,Runaway Jury,0,2003,\N,127,"Crime,Drama,Thriller",7.1,86579.0
tt0107206,movie,In the Line of Fire,In the Line of Fire,0,1993,\N,128,"Action,Crime,Drama",7.2,86529.0
tt0038787,movie,Notorious,Notorious,0,1946,\N,102,"Drama,Film-Noir,Romance",7.9,86463.0
tt2548396,movie,The Cloverfield Paradox,The Cloverfield Paradox,0,2018,\N,102,"Drama,Horror,Mystery",5.5,86282.0
tt0267804,movie,The One,The One,0,2001,\N,87,"Action,Sci-Fi,Thriller",5.9,86096.0
tt0480255,movie,The Losers,The Losers,0,2010,\N,97,"Action,Adventure,Crime",6.3,86064.0
tt0981227,movie,Nick and Norah's Infinite Playlist,Nick and Norah's Infinite Playlist,0,2008,\N,90,"Comedy,Drama,Music",6.6,85634.0
tt3195644,movie,Insidious: Chapter 3,Insidious: Chapter 3,0,2015,\N,97,"Horror,Mystery,Thriller",6.1,85489.0
tt1397514,movie,Journey 2: The Mysterious Island,Journey 2: The Mysterious Island,0,2012,\N,94,"Action,Adventure,Comedy",5.8,85449.0
tt0365686,movie,Revolver,Revolver,0,2005,\N,111,"Action,Crime,Drama",6.4,85197.0
tt0116705,movie,Jingle All the Way,Jingle All the Way,0,1996,\N,89,"Comedy,Family",5.6,84794.0
tt1232200,movie,That's My Boy,That's My Boy,0,2012,\N,116,Comedy,5.5,84789.0
tt5022702,movie,Hush,Hush,0,2016,\N,82,"Horror,Thriller",6.6,84361.0
tt1564585,movie,Skyline,Skyline,0,2010,\N,92,"Action,Sci-Fi,Thriller",4.4,84290.0
tt0416236,movie,The Spiderwick Chronicles,The Spiderwick Chronicles,0,2008,\N,96,"Action,Adventure,Drama",6.5,82878.0
tt2172934,movie,3 Days to Kill,3 Days to Kill,0,2014,\N,117,"Action,Drama,Thriller",6.2,82799.0
tt0408839,movie,The Heartbreak Kid,The Heartbreak Kid,0,2007,\N,116,"Comedy,Romance",5.8,81118.0
tt1456635,movie,Goon,Goon,0,2011,\N,92,"Comedy,Drama,Sport",6.8,80507.0
tt0400717,movie,Open Season,Open Season,0,2006,\N,86,"Adventure,Animation,Comedy",6.1,80492.0
tt1322269,movie,August: Osage County,August: Osage County,0,2013,\N,121,"Comedy,Drama",7.2,80435.0
tt0284837,movie,Ali G Indahouse,Ali G Indahouse,0,2002,\N,85,Comedy,6.2,80245.0
tt0160862,movie,She's All That,She's All That,0,1999,\N,95,"Comedy,Romance",5.9,79640.0
tt0382077,movie,Hide and Seek,Hide and Seek,0,2005,\N,101,"Drama,Horror,Mystery",6.0,78767.0
tt0151738,movie,Never Been Kissed,Never Been Kissed,0,1999,\N,107,"Comedy,Drama,Romance",6.0,78665.0
tt0497116,movie,An Inconvenient Truth,An Inconvenient Truth,0,2006,\N,96,"Documentary,News",7.4,78085.0
tt0322802,movie,Jackass: The Movie,Jackass: The Movie,0,2002,\N,87,"Action,Comedy,Documentary",6.6,77481.0
tt0370032,movie,Ultraviolet,Ultraviolet,0,2006,\N,88,"Action,Adventure,Crime",4.4,77177.0
tt0208003,movie,Big Momma's House,Big Momma's House,0,2000,\N,99,"Action,Comedy,Crime",5.1,77100.0
tt0138749,movie,The Road to El Dorado,The Road to El Dorado,0,2000,\N,89,"Adventure,Animation,Comedy",6.9,77016.0
tt3967856,movie,Okja,Okja,0,2017,\N,120,"Action,Adventure,Drama",7.3,76477.0
tt0455967,movie,John Tucker Must Die,John Tucker Must Die,0,2006,\N,89,"Comedy,Romance",5.7,76282.0
tt0120679,movie,Frida,Frida,0,2002,\N,123,"Biography,Drama,Romance",7.4,75771.0
tt0852713,movie,The House Bunny,The House Bunny,0,2008,\N,97,"Comedy,Romance",5.5,75434.0
tt0035423,movie,Kate & Leopold,Kate & Leopold,0,2001,\N,118,"Comedy,Fantasy,Romance",6.4,75099.0
tt2400463,movie,The Invitation,The Invitation,0,2015,\N,100,"Drama,Horror,Mystery",6.6,74910.0
tt1020558,movie,Centurion,Centurion,0,2010,\N,97,"Action,Drama,History",6.4,74853.0
tt0371246,movie,Spanglish,Spanglish,0,2004,\N,131,"Comedy,Drama,Romance",6.4,74677.0
tt1051904,movie,Goosebumps,Goosebumps,0,2015,\N,103,"Adventure,Comedy,Family",6.3,74623.0
tt0097778,movie,Look Who's Talking,Look Who's Talking,0,1989,\N,93,Comedy,5.9,73538.0
tt0405325,movie,Sky High,Sky High,0,2005,\N,100,"Adventure,Comedy,Family",6.1,73484.0
tt0304415,movie,Mona Lisa Smile,Mona Lisa Smile,0,2003,\N,117,Drama,6.5,73442.0
tt1600195,movie,Abduction,Abduction,0,2011,\N,106,"Action,Mystery,Thriller",5.1,73349.0
tt0795351,movie,Case 39,Case 39,0,2009,\N,109,"Horror,Mystery,Thriller",6.2,73052.0
tt0108037,movie,The Sandlot,The Sandlot,0,1993,\N,101,"Comedy,Drama,Family",7.8,72964.0
tt0810913,movie,Jack and Jill,Jack and Jill,0,2011,\N,91,Comedy,3.3,72905.0
tt1674771,movie,Entourage,Entourage,0,2015,\N,104,Comedy,6.6,72488.0
tt2436386,movie,Project Almanac,Project Almanac,0,2015,\N,106,"Drama,Mystery,Sci-Fi",6.4,72467.0
tt2017038,movie,All Is Lost,All Is Lost,0,2013,\N,106,"Action,Adventure,Drama",6.9,72217.0
tt3748172,movie,Gerald's Game,Gerald's Game,0,2017,\N,103,"Drama,Horror,Thriller",6.6,71241.0
tt0109813,movie,The Flintstones,The Flintstones,0,1994,\N,91,"Comedy,Family,Fantasy",4.9,71231.0
tt2002718,movie,Machete Kills,Machete Kills,0,2013,\N,107,"Action,Crime,Sci-Fi",5.6,71038.0
tt0952640,movie,Alvin and the Chipmunks,Alvin and the Chipmunks,0,2007,\N,92,"Animation,Comedy,Family",5.2,70913.0
tt0114508,movie,Species,Species,0,1995,\N,108,"Action,Horror,Sci-Fi",5.8,70335.0
tt0162650,movie,Shaft,Shaft,0,2000,\N,99,"Action,Crime,Thriller",5.9,70013.0
tt0462465,movie,Outlander,Outlander,0,2008,\N,115,"Action,Adventure,Fantasy",6.2,69369.0
tt2870612,movie,"As Above, So Below","As Above, So Below",0,2014,\N,93,"Horror,Mystery,Thriller",6.2,68932.0
tt1241317,movie,Death Note,Death Note,0,2017,\N,101,"Adventure,Crime,Drama",4.5,68890.0
tt0427229,movie,Failure to Launch,Failure to Launch,0,2006,\N,97,"Comedy,Romance",5.6,68428.0
tt1121096,movie,Seventh Son,Seventh Son,0,2014,\N,102,"Action,Adventure,Fantasy",5.5,67479.0
tt1586265,movie,What to Expect When You're Expecting,What to Expect When You're Expecting,0,2012,\N,110,"Comedy,Drama,Romance",5.7,66749.0
tt1082868,movie,Quarantine,Quarantine,0,2008,\N,89,"Horror,Thriller",6.0,66260.0
tt1645089,movie,Inside Job,Inside Job,0,2010,\N,109,"Crime,Documentary",8.2,66095.0
tt0089755,movie,Out of Africa,Out of Africa,0,1985,\N,161,"Biography,Drama,Romance",7.2,66077.0
tt0374536,movie,Bewitched,Bewitched,0,2005,\N,102,"Comedy,Fantasy,Romance",4.8,66046.0
tt1365050,movie,Beasts of No Nation,Beasts of No Nation,0,2015,\N,137,"Drama,War",7.8,65772.0
tt1352824,movie,Chloe,Chloe,0,2009,\N,96,"Drama,Mystery,Romance",6.3,65734.0
tt1186367,movie,Ninja Assassin,Ninja Assassin,0,2009,\N,99,"Action,Thriller",6.3,65452.0
tt0085333,movie,Christine,Christine,0,1983,\N,110,"Horror,Thriller",6.7,65325.0
tt0377471,movie,Be Cool,Be Cool,0,2005,\N,118,"Comedy,Crime,Drama",5.6,65263.0
tt0087277,movie,Footloose,Footloose,0,1984,\N,107,"Drama,Music,Romance",6.6,64748.0
tt1321511,movie,Oldboy,Oldboy,0,2013,\N,104,"Action,Drama,Mystery",5.7,64447.0
tt0423294,movie,Surf's Up,Surf's Up,0,2007,\N,85,"Animation,Comedy,Family",6.7,64099.0
tt0866439,movie,Made of Honor,Made of Honor,0,2008,\N,101,"Comedy,Romance",5.9,64050.0
tt0120749,movie,Mercury Rising,Mercury Rising,0,1998,\N,111,"Action,Crime,Drama",6.1,63549.0
tt0396752,movie,Nanny McPhee,Nanny McPhee,0,2005,\N,97,"Comedy,Family,Fantasy",6.5,62869.0
tt0463998,movie,Freedom Writers,Freedom Writers,0,2007,\N,123,"Biography,Crime,Drama",7.5,62863.0
tt2937898,movie,A Most Violent Year,A Most Violent Year,0,2014,\N,125,"Action,Crime,Drama",7.0,61416.0
tt0457400,movie,Land of the Lost,Land of the Lost,0,2009,\N,102,"Action,Adventure,Comedy",5.3,61346.0
tt4139588,movie,Polar,Polar,0,2019,\N,118,"Action,Crime,Drama",6.3,61229.0
tt1687901,movie,The Awakening,The Awakening,0,2011,\N,102,"Horror,Thriller",6.5,60894.0
tt5638642,movie,The Ritual,The Ritual,0,2017,\N,94,"Horror,Mystery,Thriller",6.3,60681.0
tt0083131,movie,Stripes,Stripes,0,1981,\N,106,"Comedy,War",6.9,60260.0
tt2870756,movie,Magic in the Moonlight,Magic in the Moonlight,0,2014,\N,97,"Comedy,Romance",6.6,60041.0
tt0317303,movie,Daddy Day Care,Daddy Day Care,0,2003,\N,92,"Comedy,Family",5.5,59829.0
tt0465624,movie,My Super Ex-Girlfriend,My Super Ex-Girlfriend,0,2006,\N,96,"Comedy,Romance,Sci-Fi",5.1,59728.0
tt2109184,movie,Paranormal Activity 4,Paranormal Activity 4,0,2012,\N,88,"Horror,Mystery,Thriller",4.6,59298.0
tt0166813,movie,Spirit: Stallion of the Cimarron,Spirit: Stallion of the Cimarron,0,2002,\N,83,"Adventure,Animation,Drama",7.1,59171.0
tt2910814,movie,The Signal,The Signal,0,2014,\N,97,"Drama,Mystery,Sci-Fi",6.1,59123.0
tt0120053,movie,The Saint,The Saint,0,1997,\N,116,"Action,Adventure,Romance",6.2,59046.0
tt0327679,movie,Ella Enchanted,Ella Enchanted,0,2004,\N,96,"Comedy,Family,Fantasy",6.2,58216.0
tt4430212,movie,Drishyam,Drishyam,0,2015,\N,163,"Crime,Drama,Mystery",8.3,58002.0
tt0300556,movie,Timeline,Timeline,0,2003,\N,116,"Action,Adventure,Sci-Fi",5.6,57971.0
tt0113957,movie,The Net,The Net,0,1995,\N,114,"Action,Crime,Drama",5.9,57337.0
tt0388125,movie,In Her Shoes,In Her Shoes,0,2005,\N,130,"Comedy,Drama,Romance",6.4,57207.0
tt0083791,movie,The Dark Crystal,The Dark Crystal,0,1982,\N,93,"Adventure,Family,Fantasy",7.2,57005.0
tt2083383,movie,Trouble with the Curve,Trouble with the Curve,0,2012,\N,111,"Drama,Sport",6.8,56918.0
tt1243974,movie,Aloha,Aloha,0,2015,\N,105,"Comedy,Drama,Romance",5.4,56570.0
tt0109446,movie,The Client,The Client,0,1994,\N,119,"Crime,Drama,Mystery",6.7,55712.0
tt1093357,movie,The Darkest Hour,The Darkest Hour,0,2011,\N,89,"Action,Adventure,Horror",4.9,55601.0
tt0466342,movie,Date Movie,Date Movie,0,2006,\N,83,"Comedy,Romance",2.8,55354.0
tt0491152,movie,Something Borrowed,Something Borrowed,0,2011,\N,112,"Comedy,Drama,Romance",5.9,55040.0
tt0206275,movie,Save the Last Dance,Save the Last Dance,0,2001,\N,112,"Drama,Music,Romance",6.2,54608.0
tt1135084,movie,Takers,Takers,0,2010,\N,107,"Action,Crime,Thriller",6.2,54197.0
tt0449089,movie,RV,RV,0,2006,\N,99,"Adventure,Comedy,Family",5.5,53655.0
tt0988047,movie,Traitor,Traitor,0,2008,\N,114,"Action,Crime,Drama",7.0,53544.0
tt1821480,movie,Kahaani,Kahaani,0,2012,\N,122,"Mystery,Thriller",8.1,53014.0
tt0862467,movie,Valhalla Rising,Valhalla Rising,0,2009,\N,93,"Adventure,Drama,Fantasy",6.1,52889.0
tt0106701,movie,Dennis the Menace,Dennis the Menace,0,1993,\N,94,"Comedy,Family",5.6,52231.0
tt1772240,movie,Apollo 18,Apollo 18,0,2011,\N,86,"Horror,Mystery,Sci-Fi",5.2,51982.0
tt5657846,movie,Daddy's Home 2,Daddy's Home 2,0,2017,\N,100,Comedy,6.0,51797.0
tt0787474,movie,The Boxtrolls,The Boxtrolls,0,2014,\N,96,"Adventure,Animation,Comedy",6.8,51551.0
tt0108002,movie,Rudy,Rudy,0,1993,\N,114,"Biography,Drama,Sport",7.5,51509.0
tt0397078,movie,Just My Luck,Just My Luck,0,2006,\N,103,"Comedy,Fantasy,Romance",5.4,51386.0
tt2139881,movie,Long Shot,Long Shot,0,2019,\N,125,"Comedy,Romance",6.9,51313.0
tt0243655,movie,Wet Hot American Summer,Wet Hot American Summer,0,2001,\N,97,"Comedy,Romance",6.6,51032.0
